h,clase
106,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
107,0
105,0
105,0
106,0
106,0
107,0
107,0
107,0
105,0
105,0
106,0
107,0
107,0
107,0
106,0
106,0
105,0
105,0
107,0
107,0
107,0
107,0
106,0
106,0
105,0
107,0
107,0
107,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
107,0
107,0
107,0
107,0
106,0
106,0
106,0
106,0
107,0
107,0
107,0
107,0
106,0
107,0
107,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
107,0
106,0
106,0
107,0
107,0
107,0
106,0
106,0
106,0
106,0
107,0
106,0
106,0
107,0
106,0
106,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
106,0
107,0
107,0
106,0
107,0
107,0
107,0
106,0
107,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
107,0
106,0
107,0
106,0
107,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
106,0
107,0
107,0
107,0
107,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
106,0
106,0
106,0
106,0
107,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
106,0
107,0
106,0
107,0
107,0
106,0
106,0
106,0
107,0
107,0
106,0
106,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
107,0
7,1
7,1
11,1
2,1
4,1
4,1
6,1
6,1
2,1
4,1
4,1
6,1
6,1
2,1
3,1
3,1
3,1
16,1
9,1
2,1
2,1
2,1
3,1
3,1
3,1
6,1
6,1
3,1
3,1
2,1
2,1
3,1
3,1
3,1
3,1
2,1
13,1
6,1
6,1
3,1
3,1
1,1
2,1
2,1
3,1
3,1
3,1
3,1
2,1
5,1
3,1
3,1
2,1
2,1
4,1
5,1
5,1
5,1
5,1
4,1
4,1
3,1
3,1
2,1
4,1
4,1
5,1
5,1
5,1
5,1
4,1
4,1
4,1
8,1
6,1
6,1
5,1
5,1
5,1
5,1
4,1
4,1
4,1
5,1
5,1
6,1
5,1
5,1
5,1
5,1
4,1
4,1
4,1
5,1
5,1
4,1
5,1
5,1
6,1
4,1
4,1
4,1
5,1
5,1
6,1
4,1
4,1
7,1
7,1
14,1
4,1
4,1
7,1
7,1
14,1
6,1
5,1
5,1
14,1
14,1
6,1
5,1
5,1
14,1
14,1
5,1
6,1
6,1
18,1
5,1
6,1
6,1
18,1
6,1
8,1
8,1
21,1
6,1
8,1
8,1
21,1
7,1
7,1
10,1
10,1
24,1
7,1
7,1
10,1
10,1
24,1
7,1
7,1
12,1
12,1
7,1
7,1
12,1
12,1
7,1
7,1
15,1
15,1
7,1
7,1
15,1
15,1
8,1
8,1
19,1
19,1
8,1
19,1
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
35,2
36,2
33,2
33,2
35,2
35,2
35,2
35,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
35,2
36,2
36,2
36,2
36,2
42,2
42,2
36,2
36,2
33,2
33,2
35,2
35,2
35,2
35,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
42,2
42,2
34,2
34,2
33,2
33,2
34,2
34,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
42,2
42,2
34,2
34,2
33,2
33,2
34,2
34,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
37,2
37,2
37,2
37,2
37,2
37,2
34,2
39,2
42,2
42,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
44,2
44,2
40,2
40,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
37,2
37,2
37,2
37,2
37,2
37,2
34,2
39,2
41,2
41,2
39,2
39,2
39,2
39,2
42,2
42,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
37,2
37,2
37,2
37,2
37,2
37,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
44,2
45,2
45,2
41,2
41,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
39,2
39,2
34,2
34,2
34,2
34,2
34,2
34,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
36,2
43,2
43,2
44,2
44,2
45,2
45,2
41,2
41,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
39,2
39,2
34,2
34,2
34,2
34,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
40,2
40,2
39,2
39,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
43,2
43,2
44,2
44,2
44,2
44,2
43,2
43,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
40,2
40,2
39,2
39,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
36,2
34,2
34,2
36,2
36,2
36,2
36,2
36,2
36,2
43,2
43,2
44,2
44,2
44,2
44,2
43,2
43,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
37,2
37,2
38,2
38,2
38,2
38,2
39,2
39,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
40,2
40,2
41,2
41,2
41,2
36,2
38,2
38,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
37,2
37,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
38,2
38,2
36,2
36,2
38,2
38,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
41,2
43,2
43,2
36,2
36,2
38,2
38,2
39,2
39,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
38,2
38,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
38,2
38,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
41,2
43,2
43,2
45,2
45,2
46,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
38,2
38,2
38,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
40,2
42,2
42,2
42,2
42,2
41,2
41,2
43,2
43,2
44,2
44,2
46,2
46,2
46,2
46,2
45,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
36,2
36,2
39,2
38,2
38,2
38,2
38,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
42,2
41,2
41,2
43,2
43,2
44,2
44,2
46,2
46,2
46,2
46,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
39,2
39,2
39,2
36,2
36,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
43,2
42,2
42,2
43,2
43,2
44,2
44,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
44,2
44,2
43,2
43,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
42,2
43,2
43,2
44,2
44,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
45,2
44,2
44,2
43,2
43,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
39,2
39,2
39,2
43,2
44,2
44,2
44,2
44,2
44,2
44,2
44,2
44,2
45,2
45,2
44,2
44,2
43,2
43,2
43,2
43,2
43,2
43,2
41,2
41,2
41,2
41,2
43,2
43,2
42,2
42,2
40,2
40,2
42,2
42,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
39,2
44,2
44,2
45,2
45,2
44,2
44,2
43,2
43,2
43,2
43,2
43,2
43,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
41,2
41,2
46,2
46,2
71,2
71,2
90,2
90,2
100,2
100,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
41,2
41,2
46,2
46,2
71,2
71,2
90,2
90,2
100,2
100,2
106,2
106,2
109,2
109,2
105,2
105,2
107,2
107,2
104,2
104,2
54,2
54,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
40,2
40,2
43,2
43,2
45,2
45,2
49,2
49,2
81,2
81,2
101,2
101,2
106,2
106,2
109,2
109,2
111,2
111,2
112,2
112,2
112,2
112,2
103,2
103,2
66,2
66,2
44,2
44,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
40,2
40,2
43,2
43,2
45,2
45,2
49,2
49,2
81,2
81,2
101,2
101,2
106,2
106,2
109,2
109,2
111,2
111,2
112,2
112,2
112,2
112,2
103,2
103,2
66,2
66,2
44,2
44,2
41,2
41,2
41,2
41,2
38,2
38,2
38,2
36,2
38,2
38,2
38,2
38,2
36,2
100,2
104,2
104,2
105,2
105,2
108,2
108,2
104,2
104,2
87,2
87,2
50,2
50,2
41,2
41,2
40,2
40,2
40,2
40,2
39,2
39,2
38,2
38,2
39,2
39,2
39,2
36,2
36,2
38,2
38,2
38,2
38,2
50,2
41,2
41,2
40,2
40,2
40,2
40,2
39,2
39,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
38,2
38,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
38,2
38,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
38,2
38,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
38,2
38,2
39,2
38,2
38,2
38,2
38,2
38,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
34,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
34,2
34,2
35,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
41,2
41,2
43,2
43,2
43,2
43,2
45,2
45,2
43,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
41,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
41,2
41,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
38,2
38,2
36,2
36,2
34,2
34,2
34,2
34,2
34,2
39,2
39,2
38,2
38,2
38,2
38,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
41,2
41,2
41,2
41,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
40,2
40,2
40,2
40,2
40,2
40,2
40,2
40,2
42,2
42,2
40,2
40,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
41,2
37,2
37,2
35,2
35,2
40,2
40,2
40,2
40,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
36,2
36,2
36,2
38,2
38,2
36,2
36,2
34,2
34,2
34,2
34,2
34,2
34,2
38,2
38,2
41,2
41,2
41,2
41,2
39,2
39,2
38,2
38,2
38,2
38,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
41,2
41,2
41,2
41,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
40,2
40,2
40,2
40,2
40,2
40,2
40,2
40,2
42,2
42,2
40,2
40,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
41,2
37,2
37,2
35,2
35,2
40,2
40,2
40,2
40,2
40,2
40,2
40,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
39,2
37,2
37,2
36,2
